h_name,address,city,district,state,lat,lng
Govind Ballabh Pant Hospital,"G.B. Pant Hospital,Jawahar Lal Nehru Marg, Delhi Gate",New Delhi,Central Delhi,Delhi,28.6387337,77.2347274
Guru Tegh Bahadur Hospital,"G T B Hospital, Shahadara",Delhi,Shahdara,Delhi,28.6839693,77.3094382
Regional Blood tranfusion Center of Central zone,"2 Jawarlal Nehru Marg, Delhi Gate",New Delhi,Central Delhi,Delhi,28.6401435,77.2415581
Sushrut Trauma Centre,"Civil Lines, 9, Metcalf Road",Delhi,North West Delhi,Delhi,28.6797793,77.2283788
Dr. Baba Sahab Ambedkar Hospital,"Sector-6, Rohini",New Delhi,North West Delhi,Delhi,28.7149329,77.1138374
Institute of Liver and Biliary Sciences,"D-1, Vasant Kunj",New Delhi,South West Delhi,Delhi,28.5066395,77.16614
Lal Bahadur Shastri Hospital,"Near Kalyanvas Colony/Mayur Vihar Phase -II, GNCTD Kichdipur",Delhi,East Delhi,Delhi,28.6177208,77.3112419
Hindu Rao Hospital,"DR. J.S. Kkaranwal Memorial Road, Near Malka Ganj, Sabji Mandi, Malka Ganj",Delhi,North Delhi,Delhi,28.6759898,77.2122237
Kasturba Gandhi Hospital,"Near Jama Masjid, Daryaganj",Delhi,Central Delhi,Delhi,28.6492735,77.2373025
Swami Dayanand Hospital,Dilshad Garden,Delhi,North East Delhi,Delhi,28.6784236,77.3031364
Holy Family Hospital,Okhla Road,Delhi,South Delhi,Delhi,28.5618161,77.2751113
Mata Chanan Devi Hospital,C-1 JANAKPURI NEW DELHI,New Delhi,South West Delhi,Delhi,28.6189502,77.0782474
Shri Moolchand Khariti-ram Hospital and Ayurvedic Research Institute,"Mool Chand Hospital, Lajpat Nagar-III",New Delhi,South Delhi,Delhi,28.5664245,77.2351427
National Heart Institute,"49, Community Center, East of Kailash",New Delhi,South Delhi,Delhi,28.5573376,77.2455439
Sunder Lal Jain Charitable Hospital,"Ashok Vihar, Phase-III",Delhi,North West Delhi,Delhi,28.6917859,77.1814428
St. Stephens Hospital,"St. Stephen Hospital, Tis Hazari",Delhi,North Delhi,Delhi,28.6667971,77.2146145
"Pushpawati Singhania Research Institute (For Liver, Renal and Digestive Disease)","Press Enclave Marg, Sheikh Sarai, Phase II",New Delhi,South Delhi,Delhi,28.5332976,77.2253854
Maharaja Agrasen Hospital,West Punjabi bagh,New Delhi,West Delhi,Delhi,28.673955,77.1340206
Delhi Heart and Lung Institute,"3 MM-11, Panchkuian Road",New Delhi,North West Delhi,Delhi,28.6416479,77.2052431
Shree Balaji Action Medical Institute,"FC-34, A-4, Paschim Vihar",New Delhi,West Delhi,Delhi,28.6737837,77.1102673
"Max Super Specialty Hospital, Heart and Vascular Institute( A Unit of Devki Devi Foundation Institute)","2, Press Enclave Road, Saket",New Delhi,South Delhi,Delhi,28.527476,77.2120291
Dr. BL Kapoor Memorial Hospital,"B.L.K. Memorial Hospital, 5 Pusa Road",New Delhi,West Delhi,Delhi,28.6433034,77.1797051
Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center (SRCNC),"Kalra Hospital SRNCNC, A-4, Kirti Nagar",New Delhi,West Delhi,Delhi,28.6552017,77.138551
Park Hospital,"Keshopur Sabzi Mandi, New Chaukhandi, Vishnu Garden",New Delhi,North West Delhi,Delhi,28.6517864,77.0931663
Fortis Hospital,"A- Block, Shalimar Bagh",New Delhi,North West Delhi,Delhi,28.7095885,77.1701142
Bhagat Chandra Hospital,"RZF-1/1, Mahavir Enclave, Palam",New Delhi,South West Delhi,Delhi,28.593451,77.0812229
Indian Spinal Injuries Centre,"C-8, Vasant Kunj",New Delhi,South West Delhi,Delhi,28.5331214,77.1421843
Saket City Hospital,"Mandir Marg, Press Enclave Road, Saket",New Delhi,South Delhi,Delhi,28.5274189,77.2140115
Bensups Hospital,"Bansups Avenue, Sector ? 12, Dwarka",New Delhi,South West Delhi,Delhi,28.5928868,77.0444517
Indian Red Cross Society,"1, Red Cross Road, Opposite Parliament House-New Delhi",New Delhi,Central Delhi,Delhi,28.6185482,77.2108003
Rockland Hospital Qutab,"B, 33-34, Qutab Institutional Area",New Delhi,South Delhi,Delhi,28.5374046,77.1810422
Primus Ortho and Spine Hospital,"Primus Super Speciality Hospital,02, Chandragupta Marg, Lower Ground Floor, Chanakyapuri",New Delhi,South Delhi,Delhi,28.5929448,77.1812159
Max Super Specialty Hospital (A Unit of Max Health Care Institute Ltd),"FC-50, Block C and D, Shalimar Bagh",Delhi,North West Delhi,Delhi,28.7278704,77.1527903
Hakeem Abdul Hameed Centenary Hospital,"Jamia Hamdard, Hamdard Nagar",New Delhi,South East Delhi,Delhi,28.5153068,77.2503217
White Cross Blood Bank,"A-60, East Of Kailash",New Delhi,South Delhi,Delhi,28.5606754,77.2536023
Mission Jan Jagriti,"MGS Hospital, Rohtak road, 35/37 West Punjabi Bagh",Delhi,North East Delhi,Delhi,28.6737106,77.1346295
Pitampura Blood Bank,"B-294, Saraswati Vihar, Outer Ring Road, Pitampura",New Delhi,North West Delhi,Delhi,28.699201,77.1235571
Lions Blood Bank,"A.K.-100, Shalimar Bagh",Delhi,North West Delhi,Delhi,28.7040602,77.162387
Batra Hospital and Medical Research Centre,"1,Tuglakabad Institutional Area, Mehrauli Badarpur Road, Tughlakabad",Delhi,South Delhi,Delhi,28.5130972,77.2457897
Blood Bank Organisation,"11/6B Shanti Chamber, Opposite Telephone Exchange, Pusa Road",Delhi,West Delhi,Delhi,28.642523,77.181571
Rotary Blood Bank,"56-57,Institutional Area, Tughlakabad , next to batra hospital",New Delhi,South Delhi,Delhi,28.5134342,77.2426911
"Mission Jan Jagriti Blood Bank, Altius Sonia Hospital","1, Altius Sonia Hospital, Basement, 1, Gulshan Park, Rohtak Road, Nangloi metro station, Metro Piller Number 444",Delhi,North West Delhi,Delhi,28.6824925,77.0523454
Dharamshila Cancer Foundation and Research Centre,"Vasundhara Enclave, Mayur Vihar.",New Delhi,East Delhi,Delhi,28.6025216,77.3141282
Sir Ganga Ram Hospital,"Sir Ganga Ram Road, Old Rajendra NagarNew Delhi- 110060",New Delhi,Central Delhi,Delhi,28.6385138,77.1897854
Sant Parmanand Hospital,"18, Shyamnath Marg, Civil Lines",Delhi,North Delhi,Delhi,28.6777209,77.2241993
"R. B. T. C (wz),Deen Dayal Upadhyay Hospital","Hari Nagar, Near clock tower",New Delhi,West Delhi,Delhi,28.6280122,77.1120923
Jai Prakash Narayan Apex Trauma Centre,"Jai Prakash Narayen Apex Trauma Centre, AIIMS, Raj Nagar,Ring Road",New Delhi,South Delhi,Delhi,28.5681895,77.2006879
Brahm Shakti Hospital and Research Centre,"Brahma Shakti Hospital, U-1/78, Budh Vihar",New Delhi,North West Delhi,Delhi,28.7123705,77.0812466
Max Super Specialty Hospital (Max Balaji Hospital),"A unit of Balaji Medical and Diagnostic Research Centre, 108-A, Indraprastha Extension, Opposite Sanchar Apartment, Patparganj",New Delhi,East Delhi,Delhi,28.6334324,77.3088907
Saroj Hospital and Heart Institute Run by Ganesh Das Chowla Charitable Trust (Regd.),"Saroj Hospital and Heart Institute, Sector-14, Rohini, Madhuban Chowk",Delhi,North West Delhi,Delhi,28.705344,77.131956
Fortis Flt. Lt. Rajan Dhall Hospital (A unit of Flt. Lt. Ranjan Dhall Charitable Trust Regd.),"Sector-B, Pocket-1, Aruna Asaf Ali Marg, Vasant Kunj",Delhi,South West Delhi,Delhi,28.51921,77.160403
Rajiv Gandhi Cancer Institute and Research Center,"Rajiv Gandhi Cancer Institute, Sector-V Rohini",Delhi,North West Delhi,Delhi,28.7166817,77.1114172
Apollo Hospital,"Indraprastha Medical Corporation, Sarita Vihar",New Delhi,South East Delhi,Delhi,28.5427145,77.2841617
Fortis Escort Heart Institute,"Fortis Escort Heart Institute, Okhla Road",New Delhi,South Delhi,Delhi,28.5606583,77.2739036
Northern Railway Central Hospital,"Northern Railway Hospital, Basant Lane",New Delhi,New Delhi,Delhi,28.6365182,77.2174596
Jaipur Golden Hospital,"2, Industrial Area, Rohini, Sector-III",New Delhi,West Delhi,Delhi,28.6976327,77.1095627
Dr.Hedgewar ArogayaSansthan,"Dr. Hedgewar Arogya Sansthan, F-18, Karkardooma",New Delhi,East Delhi,Delhi,28.6558748,77.2934899
Central Poly Clinic Blood Bank,"3, Gangan Vihar, Shahdara Road",New Delhi,North East Delhi,Delhi,28.636457,77.296522
Lions Blood Bank,"369, II Floor, FIE, Near M.C.D. Office, Patparganj Industrial Area,",New Delhi,East Delhi,Delhi,28.6411895,77.3094598
Pushpavati Shinghania Research Institute for Liver,"Reneals and Digestive Diseases, Press Enclave Marg, Sheikh Sarai, Phase-II",New Delhi,New Delhi,Delhi,28.5332976,77.2253854
"Cardio Neuro Centre, AIIMS","AIIMS, Ansari Nagar",New Delhi,New Delhi,Delhi,28.5666058,77.211224
Jan Jagriti Blood bank,"Mission Jan Jagriti, Blood Bank. C/o Jeevan Anmol Hospital Mayur Vihar Phase I",New Delhi,West Delhi,Delhi,28.6394666,77.2367298
"Goa Medical college, Bambolim-Goa",NA,Bambolim,North Goa,Goa,15.4647522,73.8624893
Hospicio Hospital Blood Bank,NA,Margao,South Goa,Goa,15.2787552,73.9606063
Apollo Victor Hospital Blood Bank,Malbhat,Margao,South Goa,Goa,15.2688354,73.965606
Vivus SMRC Heart Centre Blood Bank,NA,Chicalim,South Goa,Goa,15.3946637,73.8366699
District Hospital,"Mapusa Goa , Pedem",Mapusa,North Goa,Goa,15.5968924,73.8201766
Sheth V.S. General Hospital and Shree NHL Municipal Medical College,Ellisbridge,Ahmedabad,Ahmedabad,Gujarat,23.0203682,72.5704842
Smt. Laxmiben Chimanlal Lalbhai Blood Bank,Smt. Shardaben Chimanlal Municipal General Hospital. Saraspur,Ahmedabad,Ahmedabad,Gujarat,23.0317383,72.6113038
Sheth L.G. General Hospital and Blood Bank,"Sheth L.G. General Hospital, Maninagar",Ahmedabad,Ahmedabad,Gujarat,22.9994656,72.6045825
Civil Hospital,Asarwa,Ahmedabad,Ahmedabad,Gujarat,23.0524255,72.6041854
Civil Hospital,"GandhinagarSarkhej Highway, Sola",Ahmedabad,Ahmedabad,Gujarat,23.0826295,72.5248373
Military Hospital Blood Bank,"24, M.H. Complex",Ahmedabad,Ahmedabad,Gujarat,23.0569632,72.6120215
Indian Red Cross Society Blood Bank,"Ahmedabad District Branch, 18-Gujarat Brahmkshatriya Society, Behind Suvidha Market, Paldi",Ahmedabad,Ahmedabad,Gujarat,23.0122878,72.557922
Gujarat Cancer Research Institute,"M.P. Shah Cancer Hospital, Civil Hospital Campus",Ahmedabad,Ahmedabad,Gujarat,23.0509556,72.6072205
Smt. G R Doshi and Smt. K M Mehta Institute of Kidney Disease and Research Centre,"Civil Hospital Compound, Asarwa",Ahmedabad,Ahmedabad,Gujarat,23.0501327,72.6018214
Dr. Jivraj Mehta Smarak Health FoundationBakeri Medical Research Centre,"Ratubhai Adani Arogyadham,Near Ayojan Nagar",Ahmedabad,Ahmedabad,Gujarat,23.0085727,72.5432168
Prathma Blood Center,"Dr.C.V.Raman Marg,B/H.Jivraj Mehta Hospital, Near Lavanya Society, Vasana",Ahmedabad,Ahmedabad,Gujarat,23.0061822,72.5417939
White Cross Blood Bank,"2d Floor, Kandhari Bldg.,Opp:-S.T.Work shop, Naroda Road Patia",Ahmedabad,Ahmedabad,Gujarat,23.0647623,72.6424884
Adarsh Voluntary Blood Bank,Adarsh Voluntary Blood Bank,Ahmedabad,Ahmedabad,Gujarat,23.0375761,72.6301324
Ami Pathology Laboratory and Blood Bank,"14,15 Baronate Tower, Tolnaka Highwey ,Sabarmati Laxmi Chamber, Nr. Ramji Mandir, Ramnagar",Surat,Surat,Gujarat,23.0870503,72.5922275
Gujarat Blood Bank (Voluntary) and Pathology Laboratory and R.I.A. Unit,"1-2, Subhlaxmi Complex",Ahmedabad,Ahmedabad,Gujarat,23.0293598,72.5870826
Karnavati Blood Bank (Voluntary) and Pathology Laboratory,"36, Subhlaxmi Complex, Opp. Sanghavi Highschool",Ahmedabad,Ahmedabad,Gujarat,23.0553912,72.5596945
"Gujarat Blood Bank (Trust), Pathology Laboratory","101,Span Trade Centre,Opp.Kochrab Ashram,Nr.Paldi Char Rasta",Ahmedabad,Ahmedabad,Gujarat,23.0165171,72.5664343
Cross + World Blood bank (Voluntary) and Sankalp Diagnostics,"Chandraprabhu Complex 1ST Floor, Stadium Road, Naranpura, Sardar Patel Colony Char Rasta",Ahmedabad,Ahmedabad,Gujarat,23.0474582,72.5621659
Maha Gujarat Blood Bank (Vol) and Pathology Laboratory,"21/22 Parth Empire Rambaug, Nr Fire Station, Maninagar",Ahmedabad,Ahmedabad,Gujarat,22.997487,72.602332
Supratch Voluntary Blood Bank,"First Floor, Mild stone, Near Drive in Road, Opp:- T. V. Tower",Ahmedabad,Ahmedabad,Gujarat,23.0480206,72.5274189
Help Voluntary Blood Bank (Sanchalit Help Charitable Trust),"4 & 7,Kotyark Complex, Opp. L.G. Hospital, Maninagar",Ahmedabad,Ahmedabad,Gujarat,23.0001021,72.6048372
Sterling Addlife India Limited,"Sterling Hospital Road,Memnagar",Ahmedabad,Ahmedabad,Gujarat,23.048672,72.5311702
"The Gujarat Cancer Society, Medical College Hospital and Research Centre","OPP:- D.R.M.Office, Swadeshi Mill Compound, Nr.Chamunda Bridge, Naroda Road",Ahmedabad,Ahmedabad,Gujarat,23.0391203,72.6105412
"Indian Red Cross Society, Amreli","Mahatma Muldas Red Cross Bhavan, Civil Hospital Campus",Amreli,Amreli,Gujarat,21.6069937,71.22186
Indu Voluntary Blood Bank (Managed by Charotar Health Research Foundation Trust),"3d floor Jems Plaza Nr.D.N.High School, Station Road",Anand,Anand,Gujarat,22.5553775,72.9613118
A.D.Gorwala Blood BankPramukhswami Medical College and Shree krishna Hospital,"H.M.Patel Centre for Medical care and Education, Medical College Campus, Gokulnagar, Karamsad",Karamsad,Anand,Gujarat,22.5390591,72.8947528
Indian Red Cross Society,"Sardar Bhavan, Opp. Municipal Building",Anand,Anand,Gujarat,22.5545875,72.9603358
Indian Red Cross Society,"Opp.Ranchhodji Temple, Petlad",Petlad,Anand,Gujarat,22.4762808,72.8036505
Shree Ghanshyam Pathology Laboratory and Blood Bank,"Krishna Road, B/H Mayfair Hotel",Anand,Anand,Gujarat,22.556549,72.963993
Blood BankBaradpura,"Near Delhi Gate, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.1721621,72.4372801
Gayatri Voluntary Blood Bank and Computerised Pathology Laboratory,"Kirti Chamber, Kirti Stambh Road, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.1717343,72.4349891
Bhoomi Voluntary Blood Bank,"Paulomi House, Nr.Bridge, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.3454739,71.7622481
Bhansali Trust Sanchalit Gandhi Lincoln (Vol) Blood Bank,"Near Municipal Garden, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.2563198,72.1843728
"Vikas Voluntary Blood Bank, Computerised Pathology Laboratory","Kirti Harsh, Complex,Nr. Gayatri Mandir, Highway Road, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.2653073,72.182695
Dharti Voluntary Blood Bank,"1st floor, Super Market, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.3070289,72.3514618
Saraswati Voluntary Blood Bank,"Saraswati Hospital, Opp. Petrol Pump, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.4998098,72.0324642
Gayatri Voluntary Blood Bank,"Plot No.22, C.C.No.4784 Paiki, R.S.No.93,1st Floor, Gayatri Temple, Banaskantha",Banaskantha,Banaskantha,Gujarat,24.3454739,71.7622481
Adarsh Voluntary Blood Bank,"Adarsh Complex, 2d Floor, Amkianagar, Tharad, Dist, BanaskanthaAdarsh Comple,2d Floor, Ambikanagar",Tharad,Banaskantha,Gujarat,24.396687,71.6271514
Red Cross Blood Bank,Sevashram Hospital Compound,Bharuch,Bharuch,Gujarat,21.7019023,72.9871957
Healthcare Society Sanchalit Kumarpal Gandhi Blood Bank,""" B "" Block,1st Floor, Nr Palika Shopping Centre, Nr.Gujarat Gas Circle",Bharuch,Bharuch,Gujarat,21.7051358,72.9958748
Sir T. General Hospital and Medical College,"Dr.H.L.Vaidhya Marg, Kalanala",Bhavnagar,Bhavnagar,Gujarat,21.7675193,72.1418125
Bhavnagar Blood Bank,"Plot No.1686, Office No.1,2 & 3, ""B-wing"" Sardar Municipal Shopping Center, Sardarnagar",Bhavnagar,Bhavnagar,Gujarat,21.763992,72.1658803
Bambhaniya Voluntary Blood Bank,"4,Trade Centre, Third Floor, Kala Nala Circle. Managed by Bhavnagar Blood Bank Trust",Bhavnagar,Bhavnagar,Gujarat,21.7697259,72.1447569
Smt.Sonaliben A.Shah Blood Bank,"2d floor, Patel Chamber,Opp.Haveli-Paliad Road",Bhavnagar,Bhavnagar,Gujarat,22.3044947,73.1730362
Navkar Charitable Trust,"Above Ishwar Printing Press, 2d Floor, Opp.Nagric Bank, Vasi Talav",Bhavnagar,Bhavnagar,Gujarat,21.7760502,72.1442029
Tulsi Pathology Laboratory and Blood Bank,Bhairav Para,Bhavnagar,Bhavnagar,Gujarat,21.5333308,71.8222958
Mayur Blood Bank,"Azad Chowk, Mandvi, Kutch",Kutch,Kutch,Gujarat,22.8333022,69.354199
G.K. General Hospital and Adani Medical College,Bhuj,Bhuj,Kutch,Gujarat,23.2419997,69.6669324
Jivanjyot Blood Bank,"JIvandeep Hospital, 63-A/ B Vijay Nagar, New Hospital Road, Kutch",Kutch,Kutch,Gujarat,23.2417478,69.6718115
Shri Rajabhai Patel Blood Bank,"Indian Medical Association Gandhidhan TrustPlot No.CC-1, Ward No. 7-B, Nr. Gurukul Road, Gandhidham, Kutch",Gandhidham,Kutch,Gujarat,23.0796719,70.0986716
Purna Blood Bank,"Purna Nurshing Home, Ganga Naka",Kutch,Kutch,Gujarat,23.1160171,70.0320313
Matrushri Meghbai Premji Jetha Hospital and Research Centre,"Bhuj Mundra Road, Kutch",Kutch,Kutch,Gujarat,23.2332378,69.6627124
Samarth Raktdan Kendra,"House No.5123,1st Floor, Soniwad, Dahod",Dahod,Dahod,Gujarat,22.8310425,74.2621206
Kiran Voluntary Blood,"Near Hotel Vrundavan Station Road, Dahod",Dahod,Dahod,Gujarat,22.842509,74.2514634
Indian Red Cross Society,"Dahod Dr.Harilal C.Seth Red Cross Bhavan, Police Line road, Dahod",Dahod,Dahod,Gujarat,22.8379314,74.2531465
Shraddhadeep Pathology Lab and Blood Bank,"Shiv Complex, Plot No.329,1st Floor, Sector-16, Gandhinagar",Gandhinagar,Gandhinagar,Gujarat,23.2268827,72.6467789
Apollo Hospitals International Ltd,"Block No.1/A,G.I.D.C.,Bhat, Gandhinagar",Gandhinagar,Gandhinagar,Gujarat,23.1099457,72.6258087
Patel Narayanbhai Narsinhbhai (Gulabpurawala) Voluntary Blood Bank.,"Vijay complex, Opp:-Annapurna Party Plot, Mansa-Gandhinagar Highway, Gandhinagar",Mansa,Gandhinagar,Gujarat,23.4237911,72.6502393
Indian Red Cross Society,"Sheth C.S.Municipal Hospital, Gandhinagar",Gandhinagar,Gandhinagar,Gujarat,23.2156354,72.6369415
Guru Govindsingh Hospital,Jamnagar,Jamnagar,Jamnagar,Gujarat,22.4783552,70.0639115
Jamnagar Voluntary Blood Bank,"First Floor,Shankuntal Apartment Hawai Chowk, Jamnagar",Jamnagar,Jamnagar,Gujarat,22.4615697,70.0722013
General Hospital,Jamnagar,Jamnagar,Jamnagar,Gujarat,22.4670844,70.078258
Mithapur Hospital Tata Chemical Ltd.,Jamnagar,Jamnagar,Jamnagar,Gujarat,22.4058584,69.0312124
Divyajyoti Voluntary Blood,"Varsing pur road, B/H Jalaramvadi, Una",Una,Gir Somnath,Gujarat,20.8234992,71.0408624
General and CMZ Hospital Blood Bank,"M.G.Road, Junagadh",Junagadh,Junagadh,Gujarat,21.5216383,70.4600847
Sardar Patel Voluntary Blood Bank,"""Shital "", Ramnagar, Nr.Shital Book Store, Station Road, Keshod, Junagadh",Keshod,Junagadh,Gujarat,29.3947643,79.1264997
Shri Jivanprakash Foundation Voluntary Blood Bank,"Vikram Commercial Complex, Sardar Baug Road, Junagadh",Junagadh,Junagadh,Gujarat,21.5198418,70.4490981
Navjeevan Blood Bank and Clinical Laboratory,"Lilashah Shopping Centre, Nr.Bus Station, Junagadh",Junagadh,Junagadh,Gujarat,21.522671,70.4548126
Navdeep Voluntary Blood Bank,"1st Floor, Sankalp Complex, S.T. Road, Opp:-Chikhaliyas Hospital, Junagadh",Junagadh,Junagadh,Gujarat,21.5207456,70.454019
Lions Medical Centre,"Pith Bazar, Kambhat, Anand",Kambhat,Anand,Gujarat,22.5560283,72.9556068
Chhotalal Ranchhoddas Parikh Blood Bank,"Indian Red Cross Society Building, Station Road, Kapadwanj",Kapadwanj,Kheda,Gujarat,23.0200163,73.0700421
Indian Red Cross Society Blood Bank (Shri H.V.Desai Blood Bank),"Red Cross Building, Santram road, Nadiad, Santram Road, Kheda",Nadiad,Kheda,Gujarat,22.6910863,72.8622726
Muljibhai Patel Urological Hospital,"Dr.V.V.Desai Marg, Kheda",Kheda,Kheda,Gujarat,22.6832874,72.8722162
"Gujarat Methodist Church Cardiac Care and Research Society, Dharamsinh Desai Memorial Methodist Institute of Cardiology and cardiovascular surgery","Mission Road, Nadiad",Nadiad,Kheda,Gujarat,22.701205,72.844444
General Hospital,"Nr. Bus Stand, Rajmahal road, Mehsana",Mehsana,Mehsana,Gujarat,23.608106,72.391539
Mehsana Jaycees Charitable Trust Sanchalit Sarvodaya Commercial Co.op Voluntary Blood Bank,"Pinky Super Bazar,Dairy Road, Mehsana",Mehsana,Mehsana,Gujarat,23.6059362,72.3857493
"Sardar Seva Trust Sanchalit Unjha Nagrik Sahkari Bank Ltd.,Voluntary Blood Bank","1st Floor, Poonam Complex, Unjha, Mehsana",Unjha,Mehsana,Gujarat,23.804024,72.389715
"Visnagar Voluntary Blood Bank, Visnagar","Jivanjyot Charitable Trust, Sanchalit, Station Road, Visnagar, Mehsana",Visnagar,Mehsana,Gujarat,23.6977038,72.5382293
Indian Red Cross Society,"B.K.Shah Red Cross Bhavan, Station Road, Navsari",Navsari,Navsari,Gujarat,20.9498649,72.918376
Nanubhai Mavljibhai Patel Blood Bank,"1st Floor, Shroof Complex, Nr.Dr.Gupta Hospital, Lions Club Bilimora Cheritibal Foundation Trust. Panchmahal",Bilimora,Panchmahal,Gujarat,20.7719588,72.973028
General Hospital,"Godhra, Panchmahal",Godhra,Panchmahal,Gujarat,22.7725,73.6209
Indian Red Cross Society,"Panchmahal District Branch, Civil Lines, Godhra, Panchmahal",Godhra,Panchmahal,Gujarat,22.7700902,73.6199909
Raktdan Kendra (Voluntary Blood Bank),"Panjra Pole Road, Nr.Church, Godhra, Pnchmahal",Godhra,Panchmahal,Gujarat,21.1728932,72.830067
Seventilal Kantilal Blood Bank,"Rotary Club of Patan Charitable Trust SanchlitRotary Bhavan, Khetarvasi",Patan,Patan,Gujarat,23.8504122,72.1340438
Bhansali Trust Raktadan Kendra,"Highway, Patan",Patan,Patan,Gujarat,23.8235393,71.6161394
Government Medical and General Hospital,Siddhpur,Siddhpur,Patan,Gujarat,23.9161573,72.3729773
G.M.E.R.S. Medical College and Hospital,Patan,Patan,Patan,Gujarat,23.8042129,72.375153
General Hospital,Porbandar,Porbandar,Porbandar,Gujarat,21.6377108,69.6091417
Asha Children Hospital and Blood Bank,"Near New Fountain, Shri Ashivan Bharanik Charity foundation , Porbandar",Porbandar,Porbandar,Gujarat,21.6339334,69.6156927
Shri Ram Voluntary Blood Bank ( Shree Ram Education Medical and charitable Trust-Junagadh),"Star Complex, Ground Floor, Opp.Khijadi Plot, M.G.Road, Porbandar",Porbandar,Porbandar,Gujarat,21.522184,70.4578768
General Hospital,"P.D.U. Hospital, Civil Hospital Campus, Rajkot",Rajkot,Rajkot,Gujarat,22.3049715,70.7984304
Rajkot Voluntary Blood Bank and Research Centre,"Ajay Mansion, Malaviya Road, Rajkot",Rajkot,Rajkot,Gujarat,22.2685076,70.7966921
Smt.S.C. Patel Field Marshal Blood Bank,"104, Rajeshwari Commercial Complex, Opp. Ramkrishna Ashram, Dr.Yagnik Road. Rajkot",Rajkot,Rajkot,Gujarat,33.836081,-81.1637245
Nathani Voluntary Blood Bank and Blood Transfusion Centre,"11,Tejas Building,20/22,New Jagnath Plot, Rajkot",Rajkot,Rajkot,Gujarat,31.9685988,-99.9018131
Red Cross Blood Bank,"Rajkot Red Cross Building, 1st floor, Suchak Road, Nr.Kundaliya Collage, Rajkot",Rajkot,Rajkot,Gujarat,22.295381,70.796956
Saurashtra Voluntary Blood Bank and Research CentreKathiyawad Medical and Education Charitable Trust.,"Opp:- Gurukul hospital, Satkar Complex, Gondal Road,Nr. Railway Crossing, Rajkot",Rajkot,Rajkot,Gujarat,22.2749838,70.7993494
Shiv Voluntary Blood BankLate Shri Mansukhbhai Ganeshbhai Marvania Charitable Trust Organised,"2d Floor Pavan Complex, Sanala Road, Rajkot",Rajkot,Rajkot,Gujarat,22.3263696,70.8541506
Jetpur Medical Foundation,"Kanakiya Plot, Rajkot",Rajkot,Rajkot,Gujarat,21.7615246,70.6276279
Jagruti Charitable Trust Blood Bank,"Azad Chowk, Three Gate, Rajkot",Rajkot,Rajkot,Gujarat,22.2990381,70.7817822
Astha Voluntary Blood Bank,"Jetpur Road, Gondal, Opp:- Hava Mahel Nr.GIDC Gate, Gondal, Ashta Medical and Charitable Trust, Rajkot",Gondal,Rajkot,Gujarat,21.9514855,70.7938365
General Hospital,Sabarkantha,Sabarkantha,Sabarkantha,Gujarat,23.2528809,72.8995764
Indian Red Cross Society,"Nr.G.P.O.,State Highway, Himmatnagar",Himmatnagar,Sabarkantha,Gujarat,23.597389,72.958777
"Patel Voluntary Blood Bank, Patel Foundation Trust Sanchalit","Siddhivinayak Complex, Shamlaji Road, Sabarkantha",Sabarkantha,Sabarkantha,Gujarat,23.0235018,72.5289864
Trimurti Hospital Vol. Blood bank (Shrimati Dahiben Ratilal Charitable Trust Sanchalit),"Shrinagar, B/H, Bus Stand, Sabarkantha",Sabarkantha,Sabarkantha,Gujarat,34.0836708,74.7972825
New Civil Hospital,"Majur Gate Hospital, Surat",Surat,Surat,Gujarat,21.1792147,72.8218776
Maskati Charitable Municipal Hospital Surat Municipal Corporation Blood Bank,"209, 2nd Floor, New Building, Tower Road, Surat",Surat,Surat,Gujarat,21.1983712,72.8347947
"Surat Raktdan Kendra and Research Centre , Regional Blood Transfusion CentreKhatodara health Centre","F.P.No.127,T.P.No.1,Udhana Majura, Hanuman Industrial Estate, Khatodara, Surat",Surat,Surat,Gujarat,21.1660367,72.8179586
"Loksamarpan Trust, Blood Bank","Block 678,Shri Krupa Society,Varachha Road`, Surat",Surat,Surat,Gujarat,21.2130593,72.8512822
Aminaben Gangat and Aheshaben Patel Blood Bank,"Surat Healthcare Foundation C/o Lokhat Hospital Rampura, Surat",Surat,Surat,Gujarat,21.2073846,72.8272419
Shree mahavir Health and Medical Relief Society Shri B.D.Mehta Mahavir Cardiac Institute.,"Shree Mahavir Health campus Athwa Gate, Ring Road, Surat",Surat,Surat,Gujarat,21.1984764,72.8430247
Shri Sardar Smarak Hospital,"Sardar Baug, Station Road, Surat",Surat,Surat,Gujarat,21.1304655,73.108138
Government Hospital,Surendranagar,Surendranagar,Surendranagar,Gujarat,22.7100702,71.6721097
C.U.Shah Medical College and Hospital (Prop. Of Saurashtra Medical Centre),"Dudhrej Road, Surendranagar",Surendranagar,Surendranagar,Gujarat,22.7419748,71.6221878
Shree Rang Voluntary Blood Bank,Dudhrej Road,Surendranagar,Surendranagar,Gujarat,22.5659893,71.8076991
