"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"1573","Maharashtra","Nashik","Nashik","Arpan Blood Bank and Blood Component Laboratory and Research Centre","Athawale Chambers, Tilak Road, Nashik","422001","0253 2576058, 0253 2311358, 0253 2313662","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=74]74"
"1574","Maharashtra","Nashik","Nashik","Malegaon Blood Bank","50,Tipare Colony, Camp Road, Malegaon TQ.Malegaon Dist-Nashik","423105","02554 252731, 02554 256967, 02554 252731, 02554 256967","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1575","Maharashtra","Nashik","Nashik","Jankalyan Blood Bank","Nashik,3, Shree Nagar, Old Gangapur Naka, Gangapur Road, Nashik","NA","0253 2573493, 0253 2575249, 0253 2313722","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=74]74"
"1576","Maharashtra","Nashik","Nashik","Seva Blood Bank","Nilkanth Building, Satana Naka, Satana Rd, Malegaon, Dist-Nashik","NA","02554 321825","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1577","Maharashtra","Nashik","Nashik","NDMVPS Medical College and Hospital Blood Bank","At Past Adgaon Dist Nashik","NA","0253 2303802, 025 32303930","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1578","Maharashtra","Nashik","Nashik","Samta Blood Bank","F-1, 1st floor Suyojit Comercial Complex, Mumbai Agra Highway, above vishal mega mart, Mumbai naka Nashik","422001","0253 2504199, 0253 2504299","NA","0253 2504399","NA","NA","NA","NA","NA","NA","[=20]20","[=74]74"
"1579","Maharashtra","Nashik","Nashik","Sanjeevani Blood Bank","Nashik,Krushna-Chaya Bangla, Plot No. 10/11, Kurdukar Nagar, Behind Fame Theatre, Nashik Pune Road, Nashik","422006","0253 2411888","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1580","Maharashtra","Nashik","Nashik","Jijau Mahila sevabhavi sansthan Nashik Blood Bank and Transfusion Research institute blood bank","Ishwar Krupa Ganesh nagar, Tidke colony, Nashik","NA","0253 2232996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1581","Maharashtra","Ahmednagar","Ahmednagar","Poonam Janjagruti Sansthan Sanchit Ashtavinayak Blood Bank","Skylab Superspeciality ,Sai Palace First floor,Opp Akashvani Kendra,Near Proffessor Colony Chawk,Ahmednagar","414003","0241 2421334, 0241 2421335","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1582","Maharashtra","Nashik","Nashik","HAL Ozar Township Infront of Gem High School ,Ozar ,Tal-Niphad,Nashik","HAL Ozar Township Infront of Gem High School ,Ozar ,Tal-Niphad,Nashik","NA","02550 275463, 02550 275849","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1583","Maharashtra","Jalgaon","Jalgaon","Indian Red Cross Society Blood Bank","Near Civil Hospital, Athwadi Bazar, Opp.B.J.Market Jalgaon","425001","0257 2226233, 0257 2236255, 0257 2235855, 0257 2226233","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=73]73"
"1584","Maharashtra","Jalgaon","Jalgaon","Askaran Tarachand Jain Blood Bank","Jawahar Market, First Floor, Near Police Station Chopda, District Jalgaon","425107","02586 221019, 02586 220457, 02586 220468","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=76]76"
"1585","Maharashtra","Nashik","Nashik","J.D.C. Bytco Hospital Blood Bank","1st Flr,Bytco Hospital, Nashik Road, Behind Durga Garden Shahu Path Nashik","422101","0253 2460251, 0253 24605352","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1586","Maharashtra","Dhule","Dhule","Atul Medical and Rehabilitation Societys Arpan Blood Bank","Atul Medical and Rehabilitation Society, Arpan Blood Bank Dhule JainOswal Boarding, Ganpati Road, Near Santoshi Mata Mandir, Dhule, Nashik","424001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1587","Maharashtra","Dhule","Dhule","Arpan Blood Bank","Dhule","424001","02562 229163, 02562 229164","NA","02562 229161","NA","NA","NA","NA","NA","NA","NA","NA"
"1588","Maharashtra","Dhule","Dhule","Shree Swami Samartha Vaidyakiya Shaikshanik andSanshodhan Sanstha, Late Shri Mukeshbai Patel Blood Bank( Whole Human Blood and other 4 component)","1st floor, Agrasen Patpedhi, Maharaja Complex Shirpur Dhule","425405","09422562094, 09823000000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1589","Maharashtra","NA","NA","Shahada Blood Bank( Whole Human Blood )","Shahada","NA","02565 223446","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1590","Maharashtra","Kolhapur","Kolhapur","Rajashri Chatrapati Shahu Maharaj Government Medical College and chatrapati Pramilaraje General Hospital Blood Bank","Dasara Chowk, Somwar Peth, Kolhapur","416002","0231 2665750, 0231 2644337","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1591","Maharashtra","Pune","Pune","Pune Chest and General Hospital Blood Bank","Pune, Aundh Camp, Pune","NA","020 27285432, 020 27286458","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1592","Maharashtra","Pune","Pune","Sasoon Sarvopchar Hospital Blood Bank","Ground Floor,Section 5, Opp.Central Medical Stores,Station Rd Pune","NA","020 26126868, 020 24480431","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1593","Maharashtra","Pune","Pune","Armed Forces Blood Bank","Vanwadi Armed Force Medical College Pune","411040","020 26026038, 020 26306337","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1594","Maharashtra","Sangli","Sangli","Padma bhushan Vasantdada Patil (Civil Surgeon), Government General Hospital Blood Bank","Dr. Ambedkar Road, Miraj ,Sangli","416416","0233 2374651, 0233 2374585","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1595","Maharashtra","Satara","Satara","S.S.Venutai.Y.Chavan Sub-District Hospital, Blood Bank Karad","Plot No.290/91, Budhwar peth Station Road, karad Satara","415110","02164 222459, 02164 222459, 02164 221020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1596","Maharashtra","Satara","Satara","Civil Surgeon, Sarva Samanya Hospital Blood Bank","Bazar Road, Satara","415001","02162 238494, 02162 235640","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1597","Maharashtra","Solapur","Solapur","Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank","OPD Building 1st Floor Solapur","413003","0217 2310766, 0217 2749440","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1598","Maharashtra","Kolhapur","Kolhapur","Late Balasaheb Datye, Lions Blood Bank","Lions Park, Datye Mala, Ichalkaranji Dist-Kolhapur","416115","0230 2436130, 0230 2422117","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1599","Maharashtra","Kolhapur","Kolhapur","Rajarshi Shahu Blood Bank","Rotary Samaj Seva Centre, 253, K.E.Assembly Road, Kolhapur","416002","0231 2651640, 0231 2324051","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=74]74"
"1600","Maharashtra","Kolhapur","Kolhapur","Mahatma Gandhi Hospital Blood Bank","At.Post-Pargaon, TQ-Hatkanangale, Dist-Kolhapur","416137","0230 2477081, 0230 2477082, 02342 251509","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1601","Maharashtra","Kolhapur","Kolhapur","Annasaheb Galatge Lions Blood Bank","Gadhinglaj Lions Welfare Association,Gadhinglaj,Doctors Colony, Gadhinglaj, Dist-Kolhapur","416502","02327 223100, 02327 226355, 02327 223100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1602","Maharashtra","Kolhapur","Kolhapur","Acharya Shree Tulsi Blood Bank,Udgaon","Gat.No.1232 Sangli - Kolhapur Road, Jaysingpur Udgaon , Kolhapur","416101","02322 227955, 02322 228455, 0230 2438011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1603","Maharashtra","Kolhapur","Kolhapur","Dr. D.Y Patil Hospital Blood Bank","Kadamwadi Kolhapur","416003","0231 2653286, 0231 2651027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1604","Maharashtra","Kolhapur","Kolhapur","Arpan Blood Bank, Blood Component and Apheresis Centre Kolhapur","1st floor Saroj Appartment,Subhash Road 1315, C Ward, opp.Shramik Bhavan, Laxmipuri, Kolhapur.","416001","0231 2640588, 0231 2640599, 0231 6617208","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1605","Maharashtra","Pune","Pune","Jankalyan Raktapedhi Pune","1003,Shukrawar Peth,Swargate - Saras Baugh Road, Near.Natraj Hotel, Pune","411002","020 24449527, 020 24444502, 020 24441463","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1606","Maharashtra","Pune","Pune","Inlaks Budharani Hospital Blood Bank","7-9, Koregaon Park, Pune","411001","020 66099999, 020 66099727, 020 66099703","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1607","Maharashtra","Pune","Pune","Indian Serological Institute Blood Bank","21, Anand Baugh, Navi Peth, Near Vaikunth, Pune","411030","020 24535244, 020 24535245, 020 24538453","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1608","Maharashtra","Pune","Pune","Acharya Anandrushiji Blood Bank, Pune","191-192, New Sadashiv Peth, S.M.Joshi Foundation Bldg. Near Patrakar Bhavan Pune","411030","020 24537627, 020 65250707, 020 24531600","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1609","Maharashtra","Pune","Pune","Akshay Blood Bank","Survey No.10/1/3, Unnati Nagar,Bantar High School, Hadapsar Pune","411028","020 26993247, 020 30924264, 020 30924265","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=74]74"
"1610","Maharashtra","Pune","Pune","Garware Blood Bank, Talegaon Rural Hospital","Talegaon Dhabhade, Tal- Maval, Distirct Pune","410507","02114 223916, 02114 308399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1611","Maharashtra","Pune","Pune","Jahangir Nursing Home Blood Bank","32, Sasoon Road, Pune","411001","020 66811722, 020 66811723,020 26050866","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1612","Maharashtra","Pune","Pune","KEM Hospital Blood Bank","Sardar Moodliar Road, Rastha Peth, Pune","411001","020 26125600, 020 66037324, 020 26125603","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1613","Maharashtra","Pune","Pune","Medical Foundation A.H. Wadia Trust Blood Bank","40, Sassoon Road, Ruby Hall Clinic, Post Box No. 70, Pune","411001","020 26166318,020 26124527","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1614","Maharashtra","Pune","Pune","Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Bank","Sector - 28, Dhankawadi, Pune Satara Road, Pune","411043","020 40555555,020 24379432","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1615","Maharashtra","Pune","Pune","Padmashree Dr.D.Y Patil (Vishweshwar) Blood Bank","Padmashree, Dr. Dy. Patil Medical College Hospital , Sant Tukaram Nagar Pimpari Pune","411018","020 27423844,020 27420439","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1616","Maharashtra","Pune","Pune","Deenanath Mangeshkar Hospital","Erandawane, Near Mhatre Bridge Pune","411004","020 6602307, 020 6602308, 020 6602313, 020 25420104","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1617","Maharashtra","Pune","Pune","Poona Serological Institute Blood Bank","C.T.S. No-592,3rd Floor,Dhanwantari Complex Rasta Peth Pune","411011","020 26133387, 020 26141719, 020 27472876","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1618","Maharashtra","Pune","Pune","Sahiyadari Speciality Hospital Blood Bank","Kokoan Mitra Mandal Medical Port Trusts Sahiyadari SpecialityHospital Blood Bank, Plot No-30 C, Erandvane, Karve Road, Pune","411004","020 25403232, 020 67213000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1619","Maharashtra","Pune","Pune","Aditya Birla Memorial Hospital Blood Bank","Survey No:31, Near Morya Mangal Karyalay, Thergaon, Chinchwad, Pune","411033","020 30717690, 020 30717676","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1620","Maharashtra","Pune","Pune","Rakesh Jain Memorial Blood Bank","Poona Hospital and Reserch Centre 27, Sadashiv Peth Pune","411030","020 24331706, 020 66069000, 020 24338477","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1621","Maharashtra","Pune","Pune","Noble Hospital Blood Bank","B-007, Basement c/o Noble Hospital, 153 Magarpatta city Road, Hadapsar, Pune","411013","020 66285050, 020 66285199","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1622","Maharashtra","Pune","Pune","Smt Kashibai Navale General Hospital Blood Bank","Sr. No. 50/15 building NO.5 2nd floor, Narhe, Ambegaon Pune","411041","020 241062299, 020 24699884, 020 24106274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1623","Maharashtra","Pune","Pune","Pimpari Serological Institute Blood Bank","Esteem Tower, opposite K.S.B Pump, Pune-Mumbai Highway, Kharalwadi, Pimpari","411018","020 27421179, 020 27427779","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1624","Maharashtra","Pune","Pune","Chakan Blood Bank","sr.no. 4976/1/2 gate no.2401, yashwantnagar Ambethan road. A/P Chakan, Tal.khed pune","410501","02135 202141","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1625","Maharashtra","Pune","Pune","R.G Gholap Memorial Blood Bank","office no.301, 3rd floor Ashoka Centre, S.No - 47/14, Pune Satara Road Parvati, Pune","411009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1626","Maharashtra","Pune","Pune","Kranti Mitra Mandal Charitable Trusts, Pune Blood Bank","1st floor PMT buiding Gadital, Hadapsar Pune","411028","020 26992828, 020 64782828, 020 26993703","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1627","Maharashtra","Sangli","Sangli","Rajaram Bapu Blood Bank","Opp.Christan bunglow, Islampur Peth Road, Islampur, TQ.Walwa Dist-Sangli","415409","02342 224939, 02342 224108,02342 224939","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1628","Maharashtra","Sangli","Sangli","Vasantdada Patil Blood Bank and Haematology Research Centre","Mirasaheb Shopping Center Opp.City Police Station Miraj Dist-Sangli","416410","0233 2222319, 0233 2229619","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1629","Maharashtra","Sangli","Sangli","Miraj Medical Centre, Wanless Hospital Blood Bank","Miraj,Wanless Hospital Blood bank Miraj Medical Centre Miraj","416410","0233 2223291,0233 2223493","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1630","Maharashtra","Sangli","Sangli","Jeevan Rekha Charitable Trust Blood Bank","H.No-329/E Ward No.5 1st Floor,Umrani Road A/p-jath District Sangli","416416","02344 248000, 02344 248922,02344 247499, ,02344 247488","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1631","Maharashtra","Sangli","Sangli","Smt. Anila Kantilal Kothari Blood Bank and dept. of hemato Oncology","Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli-Miraj Road Miraj","416410","0233 2212155, 0233 2211601,0233 2211603","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1632","Maharashtra","Sangli","Sangli","Bharati Vidyapeeth University Medical college And Hospital","A/p Wanlesswadi, Tal- Miraj","416414","0233 2601594 , 0233 2601593","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1633","Maharashtra","Sangli","Sangli","Hindratna Prakashbapu Patil Blood Bank","2nd floor, Siddhivinayak Commercial Complex Guest House, Miraj Road, Near Tata Showroom Sangli","416416","0233 2672233","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1634","Maharashtra","Sangli","Sangli","Miraj Serological Institute Blood Bank, Miraj","S.no.795/A1, Dr.Bhalchandra patil Hospital zaribag budhgaonkar mala near gulabrao patil medical college, Circle Kolhapur, Miraj","416410","0233 6451819, 0233 2211400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1635","Maharashtra","Sangli","Sangli","Akshay Blood Bank","Plot no- 117, near Anand Nursing Home, 2nd floor Miraj Sangli Road, Sangli","416410","0233 2212448, 0233 2212449","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1636","Maharashtra","Satara","Satara","Phaltan Medical Foundation Blood Bank","C.T.S.No.5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor Phaltan, Satara","415523","02166 221197, 02166 220897,02166 220007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1637","Maharashtra","Satara","Satara","Krishna Hospital and Medical Research Centre, Blood Bank, Karad","Poona Bangalore(NH4)Highway Near Debhewadi Road Karad, Dist-Satara","415110","02164 241456 ,02164 242170","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1638","Maharashtra","Satara","Satara","Akshay Medical Trust, Akshay Blood Bank","506/22, Sadar Bazar,Near State Bank opp Nirmal Hotel, Satara","415002","02162 230730, 02162 329293,02162 239920","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1639","Maharashtra","Satara","Satara","Mauli Blood Bank, Satara","529/b, parasnis colony near Hotel Monark Powai Naka sadarbazar satara","415001","02162 222586, 02162 222031","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1640","Maharashtra","Satara","Satara","Yashwantrao Chavan blood bank","Phase 5, Super market, 1st flor hall no.2/1 final plot no.432,433, shaniwar peth, karad","415110","02164 228122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1641","Maharashtra","Solapur","Solapur","Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank","Ashok Chowk, 896/97 Bhavnarishi Peth (Bolli Mangal karayalaya 1fr.Solapur","413006","0217 2653829, 0217 2390144, 0217 2620348","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1642","Maharashtra","Solapur","Solapur","Dr. Hegdewar Rakta Pedhi Sanstha, Solapur","1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur","413001","0217 2311215, 0217 2311281, 0217 2311215, 0217 2311281","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1643","Maharashtra","Solapur","Solapur","Solapur Blood Bank","136, Railway Line,near Railway Station, near Atthar Hospital, Anjani Chembers, Solapur","413001","0217 2317242, 0217 2318028","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=76]76"
"1644","Maharashtra","Solapur","Solapur","IMA, Sahakar Maharshi Shankarrao Mohite Patil Blood Bank","804, Old Pandharpur Road, Ganeshnagar Akluj, District - Solapur","413101","02185 222101, 02185 225601, 02185 222665, 02185 222166","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1645","Maharashtra","Solapur","Solapur","Akshay Blood Bank","Survey No.2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur.","413003","0217 2315025, 0217 26993247","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1646","Maharashtra","Solapur","Solapur","M.M.Patel Public Charitable Trust, Ashwini Rural Medical College and Hospital Blood Bank","Padmavati Complex, 91 Saat Rasta, Kumbhari, Gat no.261 and 262/1-7, Akkalkot Road, Dist-Solapur","413006","0217 2280897, 0217 2312763","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1647","Maharashtra","Solapur","Solapur","Athar Minorities Social and Welfare Associations, Athar Blood Bank","1st floor, 410 Shukrawar peth, Jamiya Complex, Near Jama Masjid, Solapur","413002","0217 2622999, 0217 2622999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1648","Maharashtra","Kolhapur","Kolhapur","Sai Seva Medical Foundation,Vaibhavlaxmi Blood bank","1036/A, E- ward, 1st floor, Deccan Engineering, opp. Parvati Multiplex, Rajaram Road ,Kolhapur","416001","0231 6454949, 0231 2664949","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1649","Maharashtra","Pune","Pune","Indian Red Cross Society (IRCS) (Late Manikbai Chandulal Saraf) Blood Bank","Nr.Government Silver Jubilee Hospital, Patas Road Baramati Pune","413102","02112 222951, 02112 320910","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1650","Maharashtra","Sangli","Sangli","Indian Red Cross Society Blood Bank , Shirgaonkar Blood Bank","Opp. Civil Hospital, Plot No.49, City Survey No.601/7,Sangli","416416","0233 2373044, 0233 2372376,0233 2331521","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=75]75"
"1651","Maharashtra","Solapur","Solapur","Indian Red Cross Soceity, Shriman Rambhai Shah Blood Bank","Jawaharlal Hospital Compound,Shivaji Road, Barsi, Somwarpeth, Solapur","413401","02184 222399, 02184 222399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1652","Maharashtra","Solapur","Solapur","Indian Red Cross Society, Bai Gopabai Damani Blood Bank","165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur","413001","0217 2726858, 0217 2722106,0217 2726857","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1653","Maharashtra","Solapur","Solapur","Indian Red Cross Society, Sarjubai Bansila Bajaj Blood Bank","62/2/3/4, Bhakti Marg, Pandharpur, Solapur","413304","02186 223650, 222219, 02186 224288","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1654","Maharashtra","Kolhapur","Kolhapur","Kolhapur Municipal Corporation Blood Bank Kolhapur","C.T.S. 83 D-Ward, Near Kasba Gate Police Chowky Kolhapur","416002","0231 2541870, 0231 2541830","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1655","Maharashtra","Pune","Pune","Krantiveer Chapekar Bandhu Blood Bank","Pimpri Chinchwad Mahanagar Palika Talera Hospital, Tanaji Nagar Chinchwad - Pune","411033","020 27610054, 020 27610042","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1656","Maharashtra","Pune","Pune","The new century Medical and Educational foundation malegaon, Nashik","NCORD Blood Bank and Aphaeresis centre, S. No. 241/2/1, Geet ganga bldg., Medipoint Hospital lane, Baner, Pune","411007","020 46608585","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1657","Maharashtra","Pune","Pune","Ekta Apang Vikas Sansthas Ayush Blood Bank","office no. 17/18/19, 1st floor, sunshree woods commercial complex, NIBM, Kondhwa, Tal. Haveli, District Pune","411028","020 26855144","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1658","Maharashtra","Pune","Pune","Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank","S.No. 30, 4th floor, office no. 41, 402, 403, and 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune","411030","020 65266999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1659","Maharashtra","Pune","Pune","Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank","S.No. 30, 4th floor, office no. 41, 402, 403, & 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune","411030","020 65267000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1660","Maharashtra","Sangli","Sangli","Shree Basaveshwar Manav vikas gramin sevabhavi sansthas Adarsh Blood Bank","Arihant Galaxy, 1st floor, C.S. No. 1599, Opp. Civil Hospital, Garpir Road, Sangli","416416","09604520087, 07798539069","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1661","Maharashtra","Solapur","Solapur","Azad Panchis Groups Sddheshwar Blood Bank","Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur","413003","0217 2323222","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1662","Maharashtra","Kolhapur","Kolhapur","Vande mataram samajik Samsthas Jeevandhara Blood Bank","Ground floor, & 1st floor, 1648 E Ward, 7th lane, Kolhapur","416008","0231 2526363","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1663","Maharashtra","Kolhapur","Kolhapur","Sanjeevan Blood Bank","250/B/65, 1st floor, lucky naresh banglow, opp collector office, nagala Park, Kolhapur","416002","0231 2668032, 0231 2668031","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1664","Maharashtra","Sangli","Sangli","Azad Panchi Group Charitable Trusts , Miraj Serological Institute Blood Bank","Civil Hospital Ganesh Nagar, 1st lane, S. No. 1682, Sangli","416416","0233 6451821","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1665","Maharashtra","Kolhapur","Kolhapur","Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sansthas Adhar Blood Bank","1 Floor ,12/966 C/o Dr. Dilip Joahi Hospital, Sambhaji chowk ,rajaram road ,Inchalkaranji ,tal-Hantkanagle, Kolhapur.","416115","0230 2430073,0230 2426464","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1666","Maharashtra","Mumbai","Mumbai","National Plasma Fractionation Centre","7th Floor, New Multistoreyed Building, KEM Hospital","400012","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=73]73"

